"Obj","Labl","Def","NAVID;English","TA2ID","English","Synonyms","Latin","Synonyms","Fran?ais","Synonyms","Espa?ol","Sin?nimos","Portugues","Sin?nimos","Italiano","Polski","Parsi","Deutsch","T?rk?e","Hindi","??"
"","x","x","1600;Pelvic cavity","130","Pelvic cavity","","Cavitas pelvis","","Cavit? pelvienne","","Cavidad p?lvica","","Cavidade p?lvica","","Cavit? pelvica","Jama miednicy","?????? ???","Beckenh?hle","Pelvik bo?luk","?????? ????","???"
"","","x","3919;Perineum","131","Perineum","","Perineum","%Perinaeum","P?rin?e","","Perineo","","Per?neo","","Perineo","Krocze","???? ?????","Damm","perineum","???????","??"
"","","","","132","Anterior trunk","%Ventral trunk","Pars anterior trunci","%Venter","Tronc ant?rieur","%Ventre","Tronco anterior","%Vientre","Tronco anterior","%Barriga","Tronco anteriore","Cz??? przednia tu?owia","??? ????","vorderer Rumpf","?n g?vde","????????? ?????","???"
"","","x","","133","Anterolateral thoracic wall","%Ventrolateral thoracic wall","Paries anterolateralis thoracis","%Murus anterolateralis thoracis","Paroi thoracique ant?rolat?rale","","Pared tor?cica anterolateral","","Parede tor?cica ?ntero-lateral","","Parete toracica anterolaterale","Cz??ci przednio-boczne klatki piersiowej","?????? ???? ?????? ????","anterolaterale Brustwand","Anterolateral g???s duvar?","????????? ????????? ?????","?????"
"","","x","","134","Anterolateral abdominal wall","%Ventrolateral abdominal wall","Paries anterolateralis abdominis","%Murus anterolateralis abdominis","Paroi abdominale ant?rolat?rale","","Pared abdominal anterolateral","","Parede abdominal ?ntero-lateral","","Parete addominale anterolaterale","Cz??ci przednio-boczne brzucha","?????? ???? ?????? ???","Anterolaterale Bauchdecke","Anterolateral kar?n duvar?","????????? ??? ?? ?????","?????"
"","","x","423;Back","135","Back","%Dorsal trunk%Posterior trunk","Dorsum","%Pars posterior trunci%Dorsum trunci%Pars dorsalis trunci","Dos","","Dorso","","Dorso","","Dorso","Grzbiet, plecy","???","R?cken","S?rt, yukar?, geri","????","?"
"","","","","136","Back of thorax","%Upper back%Posterior thoracic wall","Dorsum thoracis","%Dorsum superius","Arri?re du thorax","","Parte posterior del t?rax","","Parte posterior do t?rax","","Parte posteriore del torace","Tylna cz??? klatki piersiowej","??? ????","R?ckseite des Brustkorbs","G???s arkas?","??????? ?? ????","????"
"","","","","137","Back of abdomen","%Lower back%Posterior abdominal wall","Dorsum abdominis","%Dorsum inferius","Arri?re de l'abdomen","","Parte posterior del abdomen","","Parte posterior do abd?men","","Parte posteriore dell'addome","Tylna cz??? brzucha","??? ???","hinterer Teil des Abdomen","Kar?n arkas?","??? ?? ????","????"
"","","x","","138","Upper limb","","Membrum superius","%Extremitas superior%Extremitas thoracica","Membre sup?rieur","","Miembro superior","","Membro superior","","Arto superiore","G?rna ko?czyna","????? ??????","oberer Teil","?st ekstremite","??? ?????","??"
"","","x","?627;Shoulder region","139","Shoulder","","Omos","","Epaule","","Hombro","","Ombro","","Spalla","Bark","????","Schulter","Omuz","????","??"
"","","x","445;Axilla","140","Axilla","","Axilla","","Aisselle","","Axila","","Axila","","Ascella","Pacha","??? ? ??????","Achselh?hle","Aksilla","????","??"
"","","x","","141","Anterior axillary fold","","Plica axillaris anterior","%Plica axillaris ventralis","Pli axillaire ant?rieur","","Pliegue axilar anterior","","Dobra axilar anterior","","Plica ascellare anteriore","Fa?d pachowy przedni","??? ???? ????","vordere Achselfalte","?n koltuk alt? k?vr?m?","????????? ???????? ????","???"
"","","x","","142","Posterior axillary fold","","Plica axillaris posterior","%Plica axillaris dorsalis","Pli axillaire post?rieur","","Pliegue axilar posterior","","Dobra axilar posterior","","Plica ascellare posteriore","Fa?d pachowy tylny","??? ???? ???","hintere Achselfalte","Arka koltuk alt? k?vr?m?","?????????? ???????? ?????","???"
"","","x","","143","Free part of upper limb","","Pars libera membri superioris","%Membrum superius liberum","Partie libre du membre sup?rieur","","Parte libre del miembro superior","","Parte livre do membro superior","","Parte libera dell'arto superiore","Ko?czyna g?rna wolna","??? ???? ????? ??????","Freier teil der oberen extremit?t","?st ekstremitenin serbest k?sm?","???? ??? ?? ????? ???","??????"
"","","x","447;Arm","144","Arm","","Brachium","","Bras","","Brazo","","Bra?o","","Braccio","Rami?","????","Arm","Kol","????","??"
"","","x","454;Elbow","145","Elbow","","Cubitus","","Coude","","Codo","","Cotovelo","","Gomito","?okie?","????","Ellbogen","Dirsek","?????","??"
"","","x","455;Forearm","146","Forearm","","Antebrachium","%Antibrachium","Avant-bras","","Antebrazo","","Antebra?o","","Avambraccio","Przedrami?","???? ??? ???","Unterarm","?nkol","???? ?? ????","??"
"","","x","463;Wrist","147","Wrist","","Carpus","","Poignet","","Carpo","","Punho","","Polso","Nadgarstek","??","Handgelenk","Bilek","????","??"
"","","x","460;Hand","148","Hand","","Manus","","Main","","Mano","","M?o","","Mano","R?ka","???","Hand","El","???","?"
"","","x","469;Metacarpus","149","Metacarpus","","Metacarpus","","M?tacarpe","","Metacarpo","","Metacarpo","","Metacarpo","?r?dr?cze","?? ???","Mittelhand","El tara??","??? ?? ?????","??"
"","","","476;Digits of hand","150","Digits of hand","%Fingers","Digiti manus","","Doigts de la main","","Dedos de la mano","","Dedos da m?o","","Dita della mano","Palce r?ki","???????","Ziffern der hand","El parmaklar?","??? ?? ???","??"
"","","x","?477;Finger I of hand","151","Thumb","%First digit of hand%Digit 1 of hand","Pollex","%digitus primus manus%Digitus I manus","Pouce","%Premier doigt de la main%Doigt I de la main","Pulgar","","Polegar","","Pollice","Kciuk","???","Daumen","Ba? parmak","??????","??"
"","","x","","152","Index finger","%Second digit of hand%Digit 2 of hand","Index","%Digitus secundus manus%Digitus II manus","Index","%Deuxi?me doigt de la main%Doigt II de la main","?ndice","","Dedo indicador","","Dito indice","Palec wskazuj?cy","????? ????","Zeigefinger","??aret parma??","??????","??"
"","","x","216;Major","153","Middle finger","%Third digit of hand%Digit 3 of hand","Digitus medius manus","%Digitus tertius manus%Digitus III manus","Majeur","%Troisi?me doigt de la main%Doigt III de la main","Dedo medio","","Dedo do meio","","Dito medio","Palec ?rodkowy r?ki","????? ?????","Mittelfinger","Orta parmak","??? ?? ?????","??"
"","","x","57;Ring","154","Ring finger","%Fourth digit of hand%Digit 4 of hand","Digitus anularis","%Digitus quartus manus%Digitus IV manus","Annulaire","%Quatri?me doigt de la main%Doigt IV de la main","Anular","","Dedo anelar","","Dito anulare","Palec serdeczny","????? ????","Ringfinger","Y?z?k parma??","???? ?????","???"
"","","x","","155","Little finger","%Fifth digit of hand%Digit 5 of hand","Digitus minimus manus","%Sigitus quintus manus%Digitus V manus","Auriculaire","%Cinqui?me doigt de la main%Doigt V de la main","Me?ique","","Dedo m?nimo da m?o","","Dito mignolo","Palec ma?y r?ki","????? ????","kleiner Finger","Ser?e parmak","???? ?????","??"
"","","x","","156","Lower limb","","Membrum inferius","%Extremitas inferior%Extremitas pelvina%Extremitas pelvica","Membre inf?rieur","","Miembro inferior","","Membro inferior","","Arto inferiore","Ko?czyna dolna","????? ??????","Untere extremit?t","Alt ekstremite","?? ???","??"
"","","x","105;Buttocks","157","Buttock","","Natis","%Clunius","Fesse","","Nalga","%Gl?teo","N?dega","","Natica","Po?ladek","????","Ges??","Gluteal B?lge","?????","??"
"","","x","119;Hip","158","Hip","","Coxa","","Hanche","","Cadera","","Quadril","","Anca","Biodro","???","H?fte","Kal?a","??????","?"
"","","x","","159","Free part of lower limb","","Pars libera membri inferioris","%Membrum inferius liberum","Partie libre du membre inf?rieur","","Parte libre del miembro inferior","","Parte livre do membro inferior","","Parte libera dell'arto inferiore","Ko?czyna dolna wolna","??? ???? ????? ??????","Freier teil der unteren extremit?t","Alt ekstremitenin serbest k?sm?","????? ??? ?? ????? ???","????"
"","","x","490;Thigh","160","Thigh","","Femur","","Cuisse","","Muslo","","Coxa","","Coscia","Udo","???","Schenkel","Uyluk","????","??"
"","","x","495;Knee","161","Knee","","Genu","","Genou","","Rodilla","","Joelho","","Ginocchio","Kolano","????","Knie","Diz","?????","??"
"","","x","496;Posterior part of knee","162","Posterior part of knee","","Poples","","Partie post?rieure du genou","","Parte posterior de la rodilla","","Parte posterior do joelho","","Parte posteriore del ginocchio","Okolica podkolanowa","??? ???? ????","hinterer Teil des Knies","Dizin arka k?sm?","????? ?? ???? ?? ???","????"
"","","x","497;Leg","163","Leg","","Crus","","Jambe","","Pierna","","Perna","","Gamba","Gole?","??? ??","Bein","Bacak","????","?"
"","","x","502;Calf","164","Calf","","Sura","","Mollet","","Pantorrilla","%Crura","Panturrilha (barriga da perna)","","Polpaccio","?ydka","??? ","Kalb","Bald?r","?????","??"
"","","x","?2082;Ankle joint","165","Ankle","","Talus","","Cheville","","Tarso","","Tornozelo","","Caviglia","Bloczek","?? ??","Kn?chel","Ayak bile?i","????","??"
"","","x","504;Foot","166","Foot","","Pes","","Pied","","Pie","","P?","","Piede","Stopa","??","Fu?","Ayak ","???","?"
"","","x","512;Heel","167","Heel","","Calx","","Talon","","Tal?n","","Calcanhar","","Calcagno","Pi?ta","?????","Fu?wurzel","Topuk","????","??"
"","","","","168","Midfoot","","Pars media pedis","","Mi-pied","","Mediopie","","Medio p?","","Tarso","Cz??? ?rodkowa stopy","??? ????? ??","Mittelfu?","Orta ayak","??????","??"
"","","x","513;Metatarsus","169","Metatarsus","","Metatarsus","","M?tatarse","","Metatarso","","Metatarso","","Metatarso","?r?dstopie","?? ??","Mittelfu?()","Ayak tara??","?????????","??"
"","","","519;Digits of foot","170","Digits of foot","%Toes","Digiti pedis","","Doigts de pied","%Orteils","Dedos del pie","","Dedos do p?","","Dita del piede","Palce stopy","??????? ??","Ziffern des fu?es","Ayak parmaklar?","??? ?? ???","??"
"","","x","","171","Great toe","%First toe%First digit of foot%Digit 1 of foot","Hallux pedis","%Digitus primus pedis%Digitus I pedis","Gros orteil","%Premier doigt du pied%Doigt I du pied","Hallux","","H?lux","","Alluce","Paluch","??? ??","gro?er Zeh","Ayak ba? parma??","???? ??? ?? ??????","?????"
"","","","","172","Second toe","%Second digit of foot%Digit 2 of foot","Digitus secundus pedis","%Digitus II pedis","Deuxi?me orteil","%Deuxi?me doigt du pied%Doigt II du pied","Segundo dedo","","Segundo dedo do p?","","Secondo dito del piede","Palec drugi stopy","????? ??? ??","zweiter Zeh","Ayak ikinci parma??","????? ??? ?? ??????","?????"
"","","","","173","Third toe","%Third digit of foot%Digit 3 of foot","Digitus tertius pedis","%Digitus III pedis","Troisi?me orteil","%Troisi?me doigt du pied%Doigt III du pied","Tercer dedo","","Terceiro dedo do p?","","Terzo dito del piede","Palec trzeci stopy","????? ??? ??","dritter Zeh","Ayak ???nc? parma??","????? ??? ?? ??????","?????"
"","","x","","174","Fourth toe","%Fourth digit of foot%Digit 4 of foot","Digitus quartus pedis","%Sigitus IV pedis","Quatri?me orteil","%Quatri?me doigt du pied%Doigt IV du pied","Cuarto dedo","","Quarto dedo do p?","","Quarto dito del piede","Palec czwarty stopy","????? ????? ??","vierter Zeh","Ayak d?rd?nc? parma??","???? ??? ?? ??????","?????"
"","","x","","175","Little toe","%Fifth toe%Fifth digit of foot%Digit 5 of foot","Digitus minimus pedis","%Digitus quintus pedis%Digitus V pedis","Petit orteil","%Cinqui?me doigt du pied%Doigt V du pied","Dedo m?nimo","","Dedo m?nimo do p?","","Quinto dito del piede","Palec ma?y stopy","????? ???? ?? ???? ??","kleiner Zeh","K???k ayak parma??","??? ?? ???? ??????","?????"
"","x","x","7390;Skin","176","Regions of human body","%Skin","Regiones corporis humani","","R?gions du corps humain","%Peau","Regiones del cuerpo humano","","Regi?es do corpo humano","","Regioni del corpo umano","Okolice ludzkiego cia?a","??? ??? ???? ???","Regionen des menschlichen K?rpers","?nsan v?cudunun b?lgeleri","???? ???? ?? ???????","????"
"","x","x","533;Regions of head","177","Regions of head","%Head region","Regiones capitis","%Regio capitalis","R?gions de la t?te","%T?te","Regiones de la cabeza","","Regi?es da cabe?a","","Regioni della testa","Regiony g?owy","??? ??? ??","Regionen des Kopfes","Ba? b?lgesi","??? ?? ???????","????"
"","x","x","?696;External table of calvaria","178","Regions of epicranium","%Epicranial region%Neurocranial region%Epicranium%Calva","Regiones epicranii","%Regiones partis neurocranialis capitis%Regio neurocranialis capitis%Calva","R?gions de l'?picr?ne","%R?gion ?picr?nienne%R?gion neurocr?nienne%Scalp","Regiones del epicr?neo","","Regi?es de epicr?nio","","Regioni dell'epicranio","Okolice naczaszne","??? ??? ??? ???? ??","Regionen des Epikraniums","Epikranyum b?lgesi","??????????? ?? ???????","?????"
"","","x","711;Vertex","179","Vertex","%Vertex of head","Vertex","%Vertex capitis","Vertex","","V?rtice","","V?rtice","","Vertice","Wierzcho?ek","??? ???? ??","Scheitel","Tepe noktas?","????","??"
"x","","x","535;Frontal region","180","Frontal region","","Regio frontalis","","R?gion frontale","%Front","Regi?n frontal","","Regi?o frontal","","Regione frontale","Okolica czo?owa","??? ??????","frontale Region","Frontal b?lge","???? ???????","???"
"x","","x","?982;Superciliary arch","181","Eyebrow","","Supercilium","","Sourcil","","Supercilio","","Sobrancelha","","Sopracciglio","Brew","????","Augenbraue","Ka?","???","?"
"x","","x","536;Parietal region","182","Parietal region","","Regio parietalis","","R?gion pari?tale","","Regi?n parietal","","Regi?o parietal","","Regione parietale","Okolica ciemieniowa","??? ??????","Parietalregion","Pariyetal b?lge","???????? ???????","???"
"x","","x","537;Occipital region","183","Occipital region","","Regio occipitalis","","R?gion occipitale","","Regi?n occipital","","Regi?o occipital","","Regione occipitale","Okolica potyliczna","??? ?? ??","Hinterhauptsregion","Oksipital b?lge","?????????????? ???????","???"
"x","","x","538;Temporal region","184","Temporal region","","Regio temporalis","","R?gion temporale","","Regi?n temporal","","Regi?o temporal","","Regione temporale","Okolica skroniowa","??? ???????","zeitliche Region","Temporal b?lge","??????? ???????","???"
"x","","x","","185","Mastoid region","","Regio mastoidea","","R?gion masto?dienne","","Regi?n mastoidea","","Regi?o mast?ide","","Regione mastoidea","Okolica wyrostka sutkowatego","??? ??????@","Mastoidregion","Mastoid b?lge","???????? ???????","???"
"x","x","x","540;Auricular region","186","Auricular region","","Regio auricularis","","R?gion auriculaire","%Oreille","Regi?n auricular","","Regi?o auricular","","Regione auricolare","Okolica ma??owiny usznej","??? ????","Ohrmuschelregion","Kulak b?lgesi","??????? ???????","???"
"x","","x","","187","Triangular fossa","","Fossa triangularis","","Fosse triangulaire","","Fosa triangular","","Fossa triangular","","Fossa triangolare","D?? tr?jk?tny","???? ?? ???@","dreieckige Fossa","??gen ?ukur","????????? ????","???"
"x","","x","7356;Scapha","188","Scapha","","Scapha","","Scapha","","Escafa","","Escafa","","Fossa scafoidea","Cz??enko","????","Scapha","Scapha","??????","??"
"x","","x","7358;Concha of auricle","189","Concha of auricle","","Concha auriculae","","Conque de l'auricule","","Concha de la oreja","","Concha de orelha","","Conca del padiglione auricolare","Muszla ma??owiny usznej","??? ??? ???","Ohrmuschel","","???? ?? ???","??"
"x","","x","","190","Cymba conchae","","Cymba conchae","","Cymba conchae","","Cymba conchal","","Concha da orelha parte superior","","Navicella della conca","??dka muszli","???? ??? ???","Cymba conchae","","????? ?????","???"
"x","","x","7359;Cavity of concha","191","Cavity of concha","","Cavitas conchae","","Cavit? de la conque","","Cavidad de la concha","","Cavidade da concha","","Cavit? della conca","Jama muszli","???? ??? ???","Hohlraum der Concha","","??? ?? ????","???"
"x","","x","","192","Anterior notch of auricle","","Incisura anterior auriculae","","Incisure ant?rieure de l'auricule","","Incisura anterior de la oreja","","Incisura anterior da orelha","","Incisura anteriore del padiglione auricolare","Wci?cie przednie ma??owiny usznej","?????? ???? ???","vordere Kerbe der Ohrmuschel","","????? ?? ????????? ??????","?????"
"x","","x","7366;Intertragic incisure","193","Intertragic incisure","%Intertragic notch","Incisura intertragica","","Incisure intertragique","","Incisura intertr?gica","","Incisura intertr?gica","","Incisura intertragica","Wci?cie mi?dzyskrawkowe","?????? ??? ????? ??","intertragische Einschnitte","","??????????? ???????","?????"
